"ticker","skew","kurt","avg","sdev","sharpe","cor_wti","cor_es1","cor_yld10y","cor_effr","beta_wti","beta_es1","beta_yld10y","beta_effr"
"DHR",1.84658602513814e-07,7.22399893859346e-08,-0.000562171727261762,0.00958029087380103,-0.0586800270124489,0.0603252436411817,0.597714683382002,0.122697485220711,-0.099815570763059,0.0678867107016934,12.0652032271325,0.00610074969456026,-0.00451176247075208
"DIS",4.65643458081473e-07,7.21212599296444e-08,1.21106892007121e-07,0.0100752665972394,1.20202171166671e-05,0.103129613417556,0.493313565773628,0.185152393489181,0.110342842170501,0.092575991882759,7.94315573527314,0.00730687502720543,0.00397851867887306
"DOV",1.65209206096989e-06,2.9392546880668e-07,-0.000822789460909383,0.0140654030394369,-0.0584973966691482,0.369218032979106,0.6059490200966,0.29582272460632,-0.0275081233537528,0.30923360662536,9.10321717797269,0.0109260983875142,-0.000925394674211858
"DUK",3.38898565260567e-07,2.93588286600333e-08,1.40620170573114e-05,0.00898257052432095,0.00156547805767152,-0.036877225086415,0.169100000597157,-0.390058719166037,-0.0603188419713669,-0.0493842482924996,4.06189654157321,-0.0230292678452087,-0.00324448267680196
"DVN",1.79726272887863e-06,2.21141902976211e-06,-7.04525626872706e-05,0.0245104536003231,-0.00287438836653525,0.637519930788805,0.38103276373848,0.200751682341748,-0.0296374254833666,0.64115351482949,6.87362154425944,0.00891984272431732,-0.00119721179515837
"DWDP",3.33152917470664e-07,2.19024075382469e-07,0.000496262245984904,0.0148610575254646,0.0333934678023118,0.125050635166016,0.744471515036974,0.251748116447654,-0.0949598305571541,0.0961139920338012,17.2624407728847,0.00827159838783675,-0.00351723690691943
"EA",-4.5884574511264e-06,9.64664325024158e-07,-0.0010652439386734,0.0162815251428666,-0.0654265450764671,0.0161480226673448,0.418271730427361,0.0940116532430414,-0.0549521294712333,0.00944178946895438,4.38680682123193,0.00242101026564314,-0.00129057051789174
"EBAY",-9.16011912042473e-08,1.25592217710521e-06,-0.000913170857553157,0.0161753585165971,-0.0564544431343625,0.148316903363497,0.430914973060495,0.117570379158528,0.00718005626696872,0.250965413437233,13.0788585875519,0.00878834262024776,0.000487992697383168
"ECL",4.07576975580021e-07,3.0718282994879e-08,-0.000368112841899693,0.00819923914334954,-0.0448959757684677,0.188892783907556,0.624251526458888,0.187377862619418,-0.00783127588246136,0.173026878694574,10.2568228363888,0.00754358539489864,-0.000288132986652076
"EL",-9.13474126837303e-07,2.41183566503764e-07,-0.000833720732063528,0.0115067815449549,-0.0724547284404709,0.13543138333046,0.434243775263822,0.0802214057861468,0.00635956114689366,0.106463365784461,6.1230740868764,0.00277586876440312,0.000200803036623482
"EMR",6.57750758803809e-07,1.3615199317153e-07,-0.000451563184185927,0.0128179862426659,-0.0352288710283411,0.273992233342898,0.631813378674689,0.271999281107419,-0.0407180340854679,0.342002325216041,14.1460327520268,0.0149005820732705,-0.0020414552253548
"EOG",-2.34429972519648e-06,4.52242936342454e-07,-0.000673885988703191,0.0161777716148285,-0.0416550563790572,0.622476313605716,0.421940251258922,0.206696581712011,-0.0380099641549829,0.384447770732887,4.67434226038541,0.0056311716595589,-0.000942918654368858
